id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1616289027 ,fa0adac6-adf3-34db-8e59-6c9c24ac113d,  -21.201640 ,  -41.904220 ,2023-01-13 16:47:00,Brasil,RIO DE JANEIRO,ITAPERUNA,Mata Atlântica
 1616289028 ,e83d940f-27ae-34bf-8a03-5cb9ea01bf78,  -22.440940 ,  -44.387940 ,2023-01-13 16:47:00,Brasil,RIO DE JANEIRO,RESENDE,Mata Atlântica
 1616289029 ,2001e9bc-3229-33c3-8553-e7fc5e6ba1d9,  -22.744000 ,  -43.699180 ,2023-01-13 16:47:00,Brasil,RIO DE JANEIRO,SEROPÉDICA,Mata Atlântica
 1619125796 ,d2d43134-f167-34e0-98d4-661515f3c0d4,  -21.134380 ,  -42.161980 ,2023-02-07 16:28:00,Brasil,RIO DE JANEIRO,ITAPERUNA,Mata Atlântica
 1619527304 ,f7be7b2d-149f-3192-a97c-627a57c0f59a,  -22.735070 ,  -42.720340 ,2023-02-10 16:56:00,Brasil,RIO DE JANEIRO,TANGUÁ,Mata Atlântica
 1620869262 ,79aad2dc-5280-3867-a65f-11271bc3b1b8,  -22.448800 ,  -44.511480 ,2023-02-19 16:45:00,Brasil,RIO DE JANEIRO,ITATIAIA,Mata Atlântica
 1620869265 ,efabe361-17d4-3403-beaa-47e0aac43b6d,  -22.878370 ,  -43.744170 ,2023-02-19 16:45:00,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlântica
 1621094128 ,8a03d76f-855f-376f-9618-a070b4b10678,  -21.772930 ,  -41.766350 ,2023-02-21 16:32:00,Brasil,RIO DE JANEIRO,SÃO FIDÉLIS,Mata Atlântica
 1621094132 ,681b2cf3-a61d-3a0f-b01d-0a8a42b9c5f8,  -21.774320 ,  -41.777660 ,2023-02-21 16:32:00,Brasil,RIO DE JANEIRO,SÃO FIDÉLIS,Mata Atlântica
 1621094136 ,d8de6557-6d58-3b0a-8ebf-a71158587f0d,  -21.774580 ,  -41.771280 ,2023-02-21 16:32:00,Brasil,RIO DE JANEIRO,SÃO FIDÉLIS,Mata Atlântica
 1621094140 ,77e3429f-48a7-3a3b-80fa-1f8b4ddbcbed,  -22.709420 ,  -42.637040 ,2023-02-21 16:32:00,Brasil,RIO DE JANEIRO,RIO BONITO,Mata Atlântica
 1622095872 ,ba087d9d-284b-3add-95c5-a6660259cbea,  -21.257850 ,  -41.686290 ,2023-02-28 16:34:00,Brasil,RIO DE JANEIRO,ITAPERUNA,Mata Atlântica
 1622307286 ,0e519534-fc57-3116-9b8e-a80c9934ec69,  -22.608750 ,  -43.188930 ,2023-03-03 17:02:00,Brasil,RIO DE JANEIRO,MAGÉ,Mata Atlântica
